,mmsi,basedatetime,lat,lon,sog,cog,heading,vesselname,imo,callsign,vesseltype,vesselstatus,vessellength,vesselwidth,draft,cargo,geom,id,geometry,distance
45570,367515670,2016-01-15 05:27:04,44.30394,-124.28007,9.3,1.9,2.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000CEA5B8AAEC115FC01EF98381E7264640,10354643,POINT (397896.6680784714 4906428.402064728),37088.64766338154
45803,367515670,2016-01-15 05:17:03,44.27842,-124.28236,9.0,2.5,356.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000B56CAD2F12125FC0B2463D44A3234640,10367468,POINT (397669.6982777388 4903596.641475393),39910.904674145306
45804,367515670,2016-01-15 05:21:53,44.29063,-124.28135,9.1,5.0,2.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000B22E6EA301125FC0459E245D33254640,10367485,POINT (397771.4757207163 4904951.597043201),38559.923070509154
45805,367515670,2016-01-15 05:23:33,44.29492,-124.28082,9.2,4.0,0.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000040473F4F8115FC0D97745F0BF254640,10367491,POINT (397821.2001972581 4905427.445230953),38086.09936171678
45806,367515670,2016-01-15 05:39:44,44.33682,-124.2772,9.5,4.0,2.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000E09C11A5BD115FC0C251F2EA1C2B4640,10367528,POINT (398182.4802832627 4910076.971015749),33456.619718942944
45830,367515670,2016-01-15 05:46:34,44.35468,-124.27544,9.3,5.2,4.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000A80018CFA0115FC0CC457C27662D4640,10368757,POINT (398353.6597341837 4912058.589774597),31487.630218668124
45832,367515670,2016-01-15 05:52:53,44.37093,-124.27321,9.3,6.6,3.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E61000002CBCCB457C115FC07A8D5DA27A2F4640,10368792,POINT (398559.4298561461 4913860.803415094),29702.717194061745
45939,367341970,2016-01-15 07:16:49,44.65932,-124.19449,10.6,-104.1,297.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E61000008A592F86720C5FC0A3CC069964544640,10374027,POINT (405299.6026678837 4945800.210265052),9137.263809606984
45958,367515670,2016-01-15 05:30:34,44.31294,-124.27937,9.4,3.8,5.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000F25EB532E1115FC01CCEFC6A0E284640,10375492,POINT (397968.0979176818 4907427.201658334),36093.53418513177
45959,367515670,2016-01-15 05:31:44,44.31594,-124.27908,9.4,3.3,2.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000EE3D5C72DC115FC0C6BFCFB870284640,10375495,POINT (397996.4236836596 4907760.064800682),35762.17085779252
45965,367515670,2016-01-15 05:56:24,44.3799,-124.27192,9.2,5.7,5.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E610000036C8242367115FC00DE02D90A0304640,10375950,POINT (398677.6795715456 4914855.556448047),28719.431018867166
46033,367515670,2016-01-15 05:38:14,44.33288,-124.27759,9.4,4.0,3.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E610000096ECD808C4115FC00ABFD4CF9B2A4640,10380312,POINT (398144.5687754436 4909639.819948032),33891.29194386808
46035,367515670,2016-01-15 07:20:34,44.59237,-124.27119,8.9,-54.4,356.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E610000025404D2D5B115FC0D690B8C7D24B4640,10380374,POINT (399102.8094289449 4938455.358647151),5685.680814191658
46077,367515670,2016-01-15 04:41:24,44.18995,-124.28933,9.0,8.7,2.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E61000001CF0F96184125FC007F0164850184640,10381926,POINT (396959.2163021824 4893778.714373377),49712.98951608608
46139,367515670,2016-01-15 05:48:13,44.35894,-124.27491,9.3,5.1,3.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000FAD51C2098115FC0F59CF4BEF12D4640,10385352,POINT (398403.2605738277 4912531.11378052),31019.04382506686
46142,367515670,2016-01-15 06:00:03,44.38929,-124.27036,9.4,7.2,2.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000618907944D115FC076543541D4314640,10385814,POINT (398818.1293197621 4915896.630865987),27693.192259835945
46159,367341970,2016-01-15 07:37:00,44.69253,-124.26048,10.3,-106.5,295.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000C6504EB4AB105FC0DBBFB2D2A4584640,10386233,POINT (400124.9064941148 4949568.016141438),7098.4421481704185
46226,367515670,2016-01-15 04:52:43,44.21792,-124.28599,8.9,0.7,358.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000EA3E00A94D125FC0799274CDE41B4640,10388914,POINT (397274.7684175626 4896881.232853894),46615.089776023466
46288,367341970,2016-01-15 07:47:51,44.7109,-124.29553,10.4,-107.0,296.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000293FA9F6E9125FC0FB5C6DC5FE5A4640,10392164,POINT (397380.1484197015 4951652.164222154),8214.734326528504
46289,367341970,2016-01-15 07:50:19,44.71499,-124.3039,10.4,-104.8,295.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E61000004850FC1873135FC0C87BD5CA845B4640,10392173,POINT (396724.4289377212 4952117.072432548),8631.949852176613
46308,367515670,2016-01-15 04:55:33,44.22493,-124.2857,8.9,1.3,357.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000E71DA7E848125FC0D4F19881CA1C4640,10392760,POINT (397310.1214347747 4897659.491439312),45837.594756608334
46310,367515670,2016-01-15 04:58:13,44.23156,-124.28535,8.8,2.6,357.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000787AA52C43125FC0E88711C2A31D4640,10392795,POINT (397349.6015859017 4898395.4682293),45102.5087328007
46311,367515670,2016-01-15 05:03:03,44.24349,-124.28442,8.9,3.3,356.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E61000000395F1EF33125FC0977329AE2A1F4640,10392935,POINT (397444.6003849454 4899719.409734437),43780.86760323165
46319,367515670,2016-01-15 05:11:53,44.26554,-124.28312,9.0,1.9,357.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000FC3559A31E125FC0D2E3F736FD214640,10393242,POINT (397586.6824755818 4902166.958239046),41337.606046430294
46339,367515670,2016-01-15 06:12:54,44.42201,-124.26433,9.3,7.1,7.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000825660C8EA105FC0E04A766C04364640,10393999,POINT (399354.5372569959 4919523.615442262),24139.81198355129
46340,367515670,2016-01-15 05:06:54,44.25313,-124.28386,9.0,4.6,357.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000202922C32A125FC078D1579066204640,10394029,POINT (397506.0584875745 4900789.458195985),42712.55866828196
46342,367515670,2016-01-15 06:38:24,44.48683,-124.26512,9.2,-51.3,359.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000FE60E0B9F7105FC0185B0872503E4640,10394076,POINT (399403.0087081057 4926724.613160582),17021.039465080223
46348,367515670,2016-01-15 06:18:33,44.43626,-124.26442,9.0,-50.4,358.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000221ADD41EC105FC0C746205ED7374640,10394372,POINT (399371.8292708559 4921106.569920901),22571.306107816054
46349,367515670,2016-01-15 05:20:33,44.28722,-124.28174,9.2,4.9,1.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000677E350708125FC0E960FD9FC3244640,10394411,POINT (397734.4430509288 4904573.320181036),38936.7527529217
46428,367515670,2016-01-15 05:28:14,44.3069,-124.27988,9.3,3.7,2.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E61000007DB3CD8DE9115FC03A92CB7F48274640,10399512,POINT (397916.9540308443 4906756.946001114),36761.15143255429
46432,367515670,2016-01-15 05:15:34,44.27467,-124.28257,9.0,2.4,357.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E61000002B357BA015125FC09E98F56228234640,10399708,POINT (397646.4301548421 4903180.376098688),40326.2889836965
46520,367515670,2016-01-15 05:19:23,44.28426,-124.28203,9.0,2.8,0.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E61000006B9F8EC70C125FC0CEC7B5A162244640,10403183,POINT (397706.1673131095 4904244.902332803),39264.0879415273
46537,367515670,2016-01-15 08:06:03,44.69846,-124.21821,9.4,20.0,18.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000406A1327F70D5FC036C8242367594640,10404603,POINT (403484.0605431916 4950175.770004858),9698.240536412333
46538,367515670,2016-01-15 08:09:34,44.70717,-124.21415,9.2,17.5,16.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E61000000F9C33A2B40D5FC02D5BEB8B845A4640,10404611,POINT (403820.1498360089 4951138.489431932),10615.651815281339
46610,367341970,2016-01-15 06:45:01,44.608,-124.09024,9.5,-158.3,242.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000A032FE7DC6055FC0E7FBA9F1D24D4640,10409090,POINT (413488.4445060319 4939983.717088949),17386.084511512796
46665,367515670,2016-01-15 05:45:24,44.3516,-124.27581,9.4,4.4,4.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E61000003A7AFCDEA6115FC005A3923A012D4640,10411571,POINT (398318.846068503 4911716.936707539),31826.618228502546
46848,367341970,2016-01-15 06:49:10,44.61023,-124.10472,10.4,-109.0,291.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E61000002DCF83BBB3065FC0E08442041C4E4640,10419360,POINT (412342.7953954605 4940246.883099707),16210.925083520047
46849,367341970,2016-01-15 06:46:31,44.60672,-124.0956,9.5,-157.4,249.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000D95F764F1E065FC021EA3E00A94D4640,10419429,POINT (413061.2132549 4939847.232824663),16996.567674937905
46897,367515670,2016-01-15 05:49:44,44.3628,-124.27441,9.3,5.7,3.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E610000081ECF5EE8F115FC0917EFB3A702E4640,10421768,POINT (398449.7742405427 4912959.245359615),30594.756228387105
46898,367515670,2016-01-15 06:47:53,44.51089,-124.26546,9.0,-50.0,358.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E61000005B99F04BFD105FC03EEDF0D764414640,10421812,POINT (399417.3516588444 4929397.569586595),14398.720465156688
46899,367341970,2016-01-15 07:22:09,44.66869,-124.21149,10.6,-104.7,298.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000965B5A0D890D5FC0C49448A297554640,10421840,POINT (403967.2951394133 4946860.933546488),8230.236531507451
46963,367515670,2016-01-15 07:01:04,44.54397,-124.26567,8.9,0.3,358.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000D061BEBC00115FC0A80018CFA0454640,10424888,POINT (399457.5897435366 4933072.307696706),10839.76352077575
46971,367341970,2016-01-15 07:24:49,44.67303,-124.22033,10.5,-106.6,295.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000F91400E3190E5FC00A9DD7D825564640,10425235,POINT (403273.7821562077 4947353.481833576),7833.788034400455
47042,367341970,2016-01-15 07:33:21,44.68661,-124.24856,10.1,-101.8,295.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E610000000C63368E80F5FC0A48D23D6E2574640,10427851,POINT (401059.3191310009 4948895.866418657),7098.674615216294
47043,367341970,2016-01-15 07:03:10,44.63486,-124.15116,10.8,-99.0,298.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000A81DFE9AAC095FC0F0C4AC1743514640,10427859,POINT (408696.488810966 4943033.742191585),12245.53883250791
47068,367341970,2016-01-15 07:13:49,44.65424,-124.1847,10.3,-101.6,301.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E61000008FE4F21FD20B5FC016DEE522BE534640,10429165,POINT (406067.563461674 4945224.59039165),9763.60479113686
47103,367515670,2016-01-15 06:20:53,44.44218,-124.26451,9.2,-50.3,359.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000C2DD59BBED105FC0FF78AF5A99384640,10430448,POINT (399374.8293348711 4921764.256124746),21919.680918604692
47104,367515670,2016-01-15 06:04:23,44.40034,-124.26842,9.3,8.2,4.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000E96514CB2D115FC0ECA353573E334640,10430494,POINT (398991.6600797958 4917121.626906611),26488.878554908417
47105,367515670,2016-01-15 06:06:14,44.40504,-124.2675,9.3,8.3,3.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E610000085EB51B81E115FC032C9C859D8334640,10430501,POINT (399073.0050172049 4917642.550808091),25978.445796140764
47114,367515670,2016-01-15 06:11:44,44.41906,-124.26487,9.4,8.0,2.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E610000042EC4CA1F3105FC0E88711C2A3354640,10430880,POINT (399306.4871376129 4919196.603662793),24458.855211196485
47142,367341970,2016-01-15 07:38:30,44.6948,-124.26542,10.3,-105.9,294.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E610000014ED2AA4FC105FC062A1D634EF584640,10432696,POINT (399737.3984830133 4949826.24065356),7134.656101165717
47241,367515670,2016-01-15 06:17:14,44.43294,-124.2643,9.0,-51.3,356.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E61000004D158C4AEA105FC0AC90F2936A374640,10436736,POINT (399375.6815116749 4920737.64717729),22937.68369140559
47402,367341970,2016-01-15 07:32:09,44.68477,-124.24458,10.3,-105.8,297.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E61000005D50DF32A70F5FC016A4198BA6574640,10443795,POINT (401371.587599372 4948686.650192268),7151.4293179897295
47404,367341970,2016-01-15 07:51:30,44.7169,-124.3078,10.5,-103.7,295.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E61000005D6DC5FEB2135FC04F401361C35B4640,10443839,POINT (396418.9362578907 4952334.193522375),8845.094713664686
47406,367515670,2016-01-15 07:29:33,44.61436,-124.27288,8.9,3.0,4.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000E1EEACDD76115FC03BFC3559A34E4640,10444057,POINT (399006.7814489253 4940900.098982587),3632.139389644155
47432,367515670,2016-01-15 07:54:54,44.67312,-124.23752,9.1,30.1,28.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E610000057091687330F5FC04A24D1CB28564640,10445190,POINT (401911.4115412151 4947384.028862501),6700.2940805922935
47465,367515670,2016-01-15 04:47:44,44.20557,-124.28657,8.9,3.5,359.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000F180B22957125FC0F584251E501A4640,10446706,POINT (397206.955084979 4895510.20991727),47984.80462942201
47483,367341970,2016-01-15 07:29:51,44.68107,-124.23687,9.7,-100.5,297.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000D3D9C9E0280F5FC0B324404D2D574640,10447254,POINT (401976.3381496159 4948266.343329927),7297.776106705667
47484,367341970,2016-01-15 07:44:10,44.70467,-124.28344,10.6,-94.9,306.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000359886E123125FC0753C66A0325A4640,10447298,POINT (398326.9005104488 4950944.958052733),7686.0867011355185
47504,367515670,2016-01-15 06:33:14,44.47376,-124.26483,9.2,-50.2,357.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000FB3F87F9F2105FC09413ED2AA43C4640,10447707,POINT (399403.6092359902 4925272.470690762),18453.10679245209
47505,367515670,2016-01-15 08:07:53,44.70302,-124.21605,9.4,17.4,14.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000401361C3D30D5FC08B37328FFC594640,10447846,POINT (403662.755842137 4950679.745524737),10178.019264459379
47506,367515670,2016-01-15 06:39:43,44.49018,-124.26521,9.2,-50.8,359.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E61000009E245D33F9105FC09F93DE37BE3E4640,10447939,POINT (399401.6113895313 4927096.834749676),16654.30374181816
47546,355754000,2016-01-15 09:16:13,45.04283,-124.48315,15.4,189.0,191.0,PEARL ACE,IMO9051818,HOOT,1004,moored,188.0,31.2,9.0,70,0101000020E6100000FE43FAEDEB1E5FC0D3A414747B854640,10449438,POINT (383192.2133355604 4988778.235597617),47192.33372302587
47618,367341970,2016-01-15 07:49:01,44.7128,-124.29949,10.4,-105.0,297.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000A9DE1AD82A135FC05E4BC8073D5B4640,10452644,POINT (397069.8416935829 4951868.218410869),8401.232282836461
47644,367515670,2016-01-15 06:46:14,44.50675,-124.26543,9.2,-50.5,0.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E610000025581CCEFC105FC0BE9F1A2FDD404640,10454144,POINT (399412.615081991 4928937.668749471),14848.170214960053
47649,367515670,2016-01-15 05:01:54,44.24065,-124.28463,8.9,3.2,356.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000795DBF6037125FC026E4839ECD1E4640,10454453,POINT (397422.8973388249 4899404.22386792),44095.49468705771
47741,367341970,2016-01-15 06:57:31,44.62455,-124.13236,10.9,-104.3,297.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E61000001CD3139678085FC0C05B2041F14F4640,10459571,POINT (410171.6986206853 4941867.623693045),13807.823624846334
47742,367341970,2016-01-15 06:59:31,44.62805,-124.13905,10.4,-105.0,298.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E610000090A0F831E6085FC05C2041F163504640,10459581,POINT (409646.4208442912 4942263.795448139),13243.81046879541
47762,355754000,2016-01-15 09:25:43,45.00308,-124.4928,15.6,189.0,191.0,PEARL ACE,IMO9051818,HOOT,1004,moored,188.0,31.2,9.0,70,0101000020E610000001DE02098A1F5FC0C6A2E9EC64804640,10460847,POINT (382350.8096099398 4984376.465495032),43253.00151897265
47770,367341970,2016-01-15 07:05:31,44.63912,-124.15898,10.6,-103.0,300.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000F52D73BA2C0A5FC0191C25AFCE514640,10460987,POINT (408082.9756597448 4943515.731627443),11623.58326964737
47860,367341970,2016-01-15 07:12:31,44.65153,-124.18111,10.6,-90.3,310.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000A1BE654E970B5FC0732EC55565534640,10464539,POINT (406347.8458573876 4944919.430381346),9991.321038366263
47873,367515670,2016-01-15 08:24:03,44.74314,-124.19898,9.2,17.1,16.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000B8239C16BC0C5FC0BA2C26361F5F4640,10465839,POINT (405080.703171509 4955116.31207865),14474.681718112577
47874,367515670,2016-01-15 08:28:33,44.75422,-124.19432,9.2,17.2,14.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E61000005C3D27BD6F0C5FC09BFEEC478A604640,10465921,POINT (405467.6847963943 4956341.683434214),15695.073619598006
47881,367515670,2016-01-15 05:24:54,44.29838,-124.2805,9.2,3.8,3.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000CBA145B6F3115FC0E7E3DA5031264640,10466621,POINT (397852.728044734 4905811.363809436),37703.580690406714
47896,367515670,2016-01-15 08:32:23,44.76362,-124.1905,9.2,15.6,15.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000D578E926310C5FC02849D74CBE614640,10467023,POINT (405785.323257551 4957381.43126023),16732.206903047725
47897,367515670,2016-01-15 08:33:33,44.76648,-124.18933,9.2,16.4,15.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000B58993FB1D0C5FC0E08442041C624640,10467026,POINT (405882.5603682534 4957697.774245949),17049.321050028262
47923,367515670,2016-01-15 08:25:04,44.7456,-124.1979,9.3,16.8,13.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E610000038F8C264AA0C5FC0E5F21FD26F5F4640,10468277,POINT (405170.225708771 4955388.316161802),14746.771094573696
47977,367515670,2016-01-15 05:34:34,44.32335,-124.27847,9.3,3.4,1.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000B2BAD573D2115FC0AF94658863294640,10470758,POINT (398057.9032868001 4908582.369985119),34943.40175561629
47979,367515670,2016-01-15 05:35:44,44.32634,-124.2782,9.5,3.8,7.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000D26F5F07CE115FC036B05582C5294640,10470777,POINT (398084.6102844105 4908914.14806803),34613.21800736174
48001,367515670,2016-01-15 08:29:53,44.75746,-124.19299,9.2,15.8,14.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E61000001F9DBAF2590C5FC09B030473F4604640,10472230,POINT (405578.2336545691 4956700.047355667),16052.39629145201
48003,367515670,2016-01-15 09:58:34,44.98635,-124.10801,9.6,12.5,13.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E61000000569C6A2E9065FC06E3480B7407E4640,10472268,POINT (412651.1195480721 4982031.173912952),41804.96929722176
48007,367515670,2016-01-15 05:42:14,44.34335,-124.27659,9.3,4.1,5.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000A4198BA6B3115FC0728A8EE4F22B4640,10472316,POINT (398242.4060815339 4910801.533995618),32736.248728356255
48075,367515670,2016-01-15 08:42:24,44.78858,-124.18065,9.4,14.3,15.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E61000006F8104C58F0B5FC0CD237F30F0644640,10474958,POINT (406605.088074918 4960142.707207249),19500.618261646643
48082,367515670,2016-01-15 08:37:54,44.77723,-124.18495,9.4,15.3,13.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E61000004B598638D60B5FC02CBCCB457C634640,10475133,POINT (406246.567269015 4958886.859370027),18244.899995278654
48098,367341970,2016-01-15 08:42:09,44.79986,-124.47427,10.2,-102.7,298.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E610000055DE8E705A1E5FC075B0FECF61664640,10475745,POINT (383401.0589372041 4961774.908288263),22469.71970287704
48099,367341970,2016-01-15 07:26:31,44.67573,-124.22594,10.4,-104.5,297.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000EDB60BCD750E5FC08A7615527E564640,10475860,POINT (402833.6320548679 4947660.076172369),7617.534000438745
48100,367515670,2016-01-15 07:24:34,44.6021,-124.27226,8.8,-54.7,354.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000930035B56C115FC0F775E09C114D4640,10476088,POINT (399034.7341729533 4939537.489581992),4716.797327756841
48183,367515670,2016-01-15 07:27:34,44.60943,-124.27303,8.9,-50.9,354.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000EC34D25279115FC0C4995FCD014E4640,10479518,POINT (398986.3334540608 4940352.659534702),4027.7922711059664
48192,367341970,2016-01-15 07:27:51,44.67783,-124.23039,10.5,-109.1,293.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000D4D4B2B5BE0E5FC0B41F2922C3564640,10480677,POINT (402484.4529413969 4947898.663438731),7466.219431163462
48204,367515670,2016-01-15 08:40:54,44.78482,-124.18206,9.4,14.6,14.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E61000003A7AFCDEA60B5FC0959F54FB74644640,10481538,POINT (406487.4791213316 4959726.654112022),19084.472979682938
48266,367341970,2016-01-15 07:46:31,44.7087,-124.29103,10.4,-105.4,299.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000EA094B3CA0125FC06D567DAEB65A4640,10483931,POINT (397732.7227101601 4951402.122450331),8014.722058417969
48304,367515670,2016-01-15 05:58:23,44.38502,-124.27108,9.3,8.4,2.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E610000061A6ED5F59115FC02827DA5548314640,10485393,POINT (398753.4210233795 4915423.226258548),28159.560214798592
48380,367515670,2016-01-15 07:57:13,44.67832,-124.23336,9.2,30.5,30.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000740CC85EEF0E5FC0821C9430D3564640,10489638,POINT (402249.8866957112 4947956.652315849),7313.527181309726
48408,367341970,2016-01-15 07:35:17,44.68977,-124.25483,10.1,-101.9,302.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E61000008A027D224F105FC087E123624A584640,10490524,POINT (400567.8664691933 4949254.518583856),7079.428440355269
